Date,P_t,p_t,D_t,d_t,Rf_t,rf_t,r_t+1,rx_t+1,Δd_t+1,dp_t
2007-04-01,9.870802302289158,2.2895811371011723,0.1356080200892851,-1.9979867600236327,5.07,1.623340817603092,0.11477589106301392,-1.4306566913951742,0.0008381564083026483,-4.287567897124805
2007-05-01,10.921145694784254,2.3907008819181295,0.13572172846638592,-1.99714860361533,4.69,1.545432582458188,0.05261518935717047,-1.5160007285566748,0.009781313715569562,-4.38784948553346
2007-06-01,11.368479681929117,2.4308445857111542,0.1370557790178565,-1.9873672898997605,4.8,1.5686159179138452,0.012212063305749225,-1.4417409462879562,0.005555440800819156,-4.418211875610915
2007-07-01,11.370321817790009,2.431006611477107,0.1378193031775203,-1.9818118490989414,4.28,1.4539530095937054,0.021961087597964557,-1.5974271556893038,0.016922406527646983,-4.412818460576048
2007-08-01,11.481249644225384,2.4407152389938522,0.14017138274684798,-1.9648894425712944,5.05,1.6193882432872684,0.020084690836378927,-1.3711972117945506,0.011001692939975216,-4.405604681565147
2007-09-01,11.571344187123184,2.4485317131196993,0.1417220194327724,-1.9538877496313192,4.02,1.3912819026309295,0.08413370475790438,-1.1743272848521014,0.3461306323776716,-4.402419462751018
2007-10-01,12.37279895884024,2.5155004307235487,0.20033644170167988,-1.6077571172536476,3.52,1.2584609896100056,0.10704932176319897,-1.2539272313724017,0.008381995808189213,-4.123257547977197
2007-11-01,13.549554222490356,2.606353648075337,0.2020227182247891,-1.5993751214454583,3.9,1.3609765531356006,-0.01691746916597175,-1.306150117442731,0.009387225591494186,-4.205728769520795
2007-12-01,13.124723959072425,2.5744977765667985,0.203928080094537,-1.5899878958539642,3.63,1.2892326482767593,0.04484029818006543,-0.970390381548993,0.0037210570624430783,-4.164485672420763
2008-01-01,13.515846448410455,2.6038628080602573,0.20468832169117568,-1.586266838791521,2.76,1.0152306797290584,-0.14134048745057506,-0.7009562753859977,0.014981914768581683,-4.190129646851778
2008-02-01,11.556711683331542,2.4472663663196097,0.2077780317752094,-1.5712849240229394,1.75,0.5596157879354227,-0.053980132442571854,-0.7815287397198495,0.007249650600677615,-4.018551290342549
2008-03-01,10.754652543697787,2.375338455707617,0.20928982326680612,-1.5640352734222618,2.07,0.7275486072772777,0.08070309584684936,-0.35755183508430594,0.030683689560781602,-3.939373729129879
2008-04-01,11.429222641191876,2.436173465099496,0.21581114469537752,-1.5333515838614802,1.55,0.4382549309311553,0.09597032435948527,-0.11104384502484085,0.01991262574155006,-3.969525048960976
2008-05-01,12.342699944386023,2.5130647906863497,0.2201515825892851,-1.5134389581199301,1.23,0.20701416938432612,0.023269851311256907,-0.6598269933951869,0.00608510349963276,-4.02650374880628
2008-06-01,12.410567286134768,2.5185483101890593,0.2214953119747893,-1.5073538546202974,1.98,0.6830968447064438,-0.06074974085608761,-0.7130749268957778,-0.008046952157527043,-4.025902164809357
2008-07-01,11.475900054838853,2.4402491890221887,0.2197201018907557,-1.5154008067778244,1.92,0.6523251860396901,-0.03595038393073006,-0.4546607187889151,0.02081878887166355,-3.9556499958000133
2008-08-01,10.858394132434007,2.3849384336303316,0.22434235622373888,-1.4945820179061609,1.52,0.41871033485818504,0.041031525054292785,-0.4475484897643781,0.005971770910184526,-3.8795204515364925
2008-09-01,11.082846227368073,2.4053985280575505,0.22568608560924308,-1.4886102469959763,1.63,0.4885800148186709,-0.11359552511020349,0.3019199188514623,-0.2947006726606891,-3.8940087750535266
2008-10-01,9.744967619191948,2.276751010141479,0.1680807232142851,-1.7833109196566654,0.66,-0.4155154439616658,-0.12331237429662746,1.9969511619034634,0.021600654910860495,-4.060061929798144
2008-11-01,8.465233306952229,2.135967576569996,0.1717508730304616,-1.761710264745805,0.12,-2.120263536200091,-0.15496263371916935,2.252982974932703,0.000193554983684896,-3.897677841315801
2008-12-01,7.105827353843839,1.9609152014753501,0.1717841194852936,-1.76151670976212,0.09,-2.4079456086518722,0.12261260055330826,2.329887513743029,0.0014931812666081345,-3.72243191123747
2009-01-01,7.842871405450361,2.0596050180041017,0.172040815913865,-1.760023528495512,0.11,-2.2072749131897207,-0.028435853672924328,1.868684131212957,0.021698996737764986,-3.8196285464996134
2009-02-01,7.455854762310333,2.0089995978896944,0.1758147259716381,-1.738324531757747,0.15,-1.8971199848858813,-0.0019659691229551475,1.830615494625355,0.040421985282155015,-3.747324129647441
2009-03-01,7.262882229848568,1.982776751409069,0.1830670963760499,-1.697902546475592,0.16,-1.8325814637483102,0.1399862339176828,1.8547846620096093,-0.045068542798311295,-3.680679297884661
2009-04-01,8.157629439587696,2.0989536169154044,0.1749996877626045,-1.7429710892739032,0.18,-1.7147984280919266,0.09998710533723398,2.9133978220972705,0.022086741048052527,-3.8419247061893076
2009-05-01,8.821980583653666,2.1772464007795853,0.17890786108193218,-1.7208843482258507,0.06,-2.8134107167600364,0.08782824490724814,2.128049073433803,0.0020161118433701386,-3.898130749005436
2009-06-01,9.44001571304251,2.244957644673239,0.1792689231880247,-1.7188682363824805,0.13,-2.0402208285265546,0.03436330759360327,2.074584136120158,0.0004869495356907283,-3.96382588105572
2009-07-01,9.587878266098995,2.260499620006242,0.1793562393644953,-1.7183812868467898,0.13,-2.0402208285265546,0.0794164475632626,2.045529303936095,0.020538341718743913,-3.978880906853032
2009-08-01,10.185868797589,2.3210013477186475,0.1830780077468482,-1.697842945128046,0.14,-1.9661128563728327,0.040261162422949734,2.5659898067312055,0.0017411573888908016,-4.018844292846693
2009-09-01,10.4167765225949,2.3434176336278005,0.183397053046218,-1.696101787739155,0.08,-2.5257286443082556,0.0686097824867273,3.575167679806709,0.0161953103633512,-4.039519421366956
2009-10-01,10.960437865880856,2.39429223198834,0.1863914070378147,-1.679906477375804,0.03,-3.506557897319982,0.055630219960012994,4.660800405948104,-0.008622142640152042,-4.074198709364144
2009-11-01,11.395324755084363,2.4332031620795456,0.18479122216386512,-1.688528620015956,0.01,-4.605170185988091,0.11741765794641891,2.525363266598291,-0.0036068458658722324,-4.121731782095502
2009-12-01,12.6112837560334,2.534591949397264,0.1841259092699575,-1.6921354658818282,0.09,-2.4079456086518722,0.04282082480247962,3.26169664967068,0.0007841164506678933,-4.226727415279092
2010-01-01,12.973475787084269,2.562906949094363,0.18427034204306672,-1.6913513494311603,0.04,-3.2188758248682006,-0.0633545196056875,2.9323777539483036,0.009349776587570746,-4.2542582985255235
2010-02-01,12.004927468595696,2.4853171878886755,0.1860013080357137,-1.6820015728435895,0.05,-2.995732273553991,0.05564801452531541,2.4635936231771876,0.004954704116172826,-4.167318760732265
2010-03-01,12.497323203307552,2.525514477640816,0.1869251763392851,-1.6770468687274167,0.09,-2.4079456086518722,0.07007943693781152,1.9026609006861217,0.0001931505800201183,-4.202561346368233
2010-04-01,13.206968499480611,2.580744606920685,0.1869612845325624,-1.6768537181473966,0.16,-1.8325814637483102,0.022246387232732194,1.9883592436055648,0.0062791192203668356,-4.257598325068082
2010-05-01,13.314398957353804,2.5888460779807123,0.1881389301470582,-1.6705745989270298,0.14,-1.9661128563728327,-0.10344374675381171,1.862669109619021,0.005853688643302268,-4.259420676907742
2010-06-01,11.837695231191624,2.4712889509795004,0.1892434665178565,-1.6647209102837275,0.14,-1.9661128563728327,-0.03901138875210816,1.793570074996202,0.0007109215047804707,-4.1360098612632274
2010-07-01,11.205517575993914,2.416406297707194,0.1893780516018901,-1.664009988778947,0.16,-1.8325814637483102,0.11430371387540672,2.0804165702482393,0.013590516015597576,-4.080416286486141
2010-08-01,12.350831909422144,2.513723421892143,0.1919693658088229,-1.6504194727633494,0.14,-1.9661128563728327,0.022478834264485534,1.8550602980127957,0.005220240340476856,-4.164142894655493
2010-09-01,12.437283289744007,2.520698678392732,0.1929741122636548,-1.6451992324228726,0.16,-1.8325814637483102,0.0977077557603836,1.994827740646265,0.08106328900069126,-4.1658979108156045
2010-10-01,13.4869223368675,2.601720500148415,0.2092687551207976,-1.5641359434221813,0.15,-1.8971199848858813,0.0925200024295326,2.0586328588023655,0.03095568156659745,-4.165856443570596
2010-11-01,14.561236551211472,2.678362967130185,0.2158481210609236,-1.5331802618555839,0.14,-1.9661128563728327,0.024779645180051373,1.7967364871119265,0.009526452150084408,-4.211543228985769
2010-12-01,14.706478691127682,2.688288123980543,0.21791421349789838,-1.5236538097054995,0.17,-1.7719568419318752,0.052191122746676186,2.711451159679454,-0.0009554858010967227,-4.211941933686043
2011-01-01,15.268384735006055,2.725784333347662,0.21770609900210008,-1.5246092955065962,0.07,-2.659260036932778,0.061036524723395796,1.893617988471706,0.03527924631795676,-4.250393628854258
2011-02-01,15.99311391478639,2.772158249273737,0.22552369472163789,-1.4893300491886394,0.16,-1.8325814637483102,0.006606696277226017,2.665866733210004,-0.017410962305564937,-4.2614882984623765
2011-03-01,15.8790746186586,2.765002180736811,0.221631095456932,-1.5067410114942044,0.07,-2.659260036932778,0.04319979623434919,3.549757693554331,0.04850399230296465,-4.271743192231015
2011-04-01,16.340671072017493,2.7936571578674534,0.232646063944327,-1.4582370191912397,0.03,-3.506557897319982,0.035228184334909,3.947251189763055,0.029186582082678436,-4.251894177058693
2011-05-01,16.68204255799661,2.8143328449489204,0.2395362690388648,-1.4290504371085613,0.02,-3.912023005428146,-0.023497715889182598,3.195378108979018,0.007852275453052338,-4.243383282057482
2011-06-01,16.06216854891669,2.7764667273556336,0.24142457786239419,-1.421198161655509,0.04,-3.2188758248682006,0.033011616379450576,4.638181802367542,0.0025963042141297077,-4.1976648890111425
2011-07-01,16.354793828794683,2.7945210549062858,0.2420522039128144,-1.4186018574413792,0.01,-4.605170185988091,0.03485812592729377,2.0750789544538484,0.05686656187228212,-4.213122912347665
2011-08-01,16.673731729693458,2.8138345307198187,0.2562157808560917,-1.3617352955690971,0.13,-2.0402208285265546,-0.032880061142283395,3.8791429442858627,-0.008350926718117435,-4.175569826288916
2011-09-01,15.892237272277912,2.76583076813777,0.2540850508140749,-1.3700862222872146,0.02,-3.912023005428146,-0.04229273314193728,3.869730272286209,-0.06985285387058426,-4.135916990424985
2011-10-01,15.010332275604627,2.708738782349361,0.2369421936712178,-1.4399390761577988,0.02,-3.912023005428146,0.08714660959931346,4.692316795587405,0.07809076977074225,-4.14867785850716
2011-11-01,16.10229869102355,2.7789620376388893,0.25618682733718423,-1.3618483063870566,0.01,-4.605170185988091,0.03259970516206546,3.9446227105902114,-0.011959672783456998,-4.140810344025946
2011-12-01,16.37839724737055,2.7959632254916054,0.2531411655724783,-1.3738079791705136,0.02,-3.912023005428146,0.027810012143437163,4.632980198131528,0.008012738712775302,-4.169771204662119
2012-01-01,16.58192464324231,2.8083132251922227,0.2551776676733187,-1.3657952404577383,0.01,-4.605170185988091,0.09034865299470021,3.086080926548691,0.05842001227550542,-4.174108465649961
2012-02-01,17.858486480823082,2.8824788283424736,0.2705292027310918,-1.3073752281822328,0.05,-2.995732273553991,0.10155316236877364,2.7608131993015514,-0.010563280971233713,-4.189854056524706
2012-03-01,19.4754344681904,2.9691539005292995,0.2676865669642851,-1.3179385091534666,0.07,-2.659260036932778,0.06892279782779175,3.0646550713817824,0.011551016164595085,-4.287092409682766
2012-04-01,20.578934602447227,3.0242679604772937,0.2707965459558817,-1.3063874929888715,0.05,-2.995732273553991,0.007828832861341953,2.66708886979412,0.055901947119564754,-4.330655453466165
2012-05-01,20.45602062612991,3.018277246305248,0.286365719406512,-1.2504855458693067,0.07,-2.659260036932778,-0.011507684202716636,3.495050213117265,-0.009230821439664805,-4.268762792174555
2012-06-01,19.94531767792655,2.992994412928021,0.28373449146533547,-1.2597163673089715,0.03,-3.506557897319982,0.08532043718547508,3.304196262053676,0.005121246723248429,-4.252710780236993
2012-07-01,21.41555341141408,3.064117452966167,0.2851912929359237,-1.254595120585723,0.04,-3.2188758248682006,-0.006698167960971594,2.6525618689718065,0.06145247824819289,-4.31871257355189
2012-08-01,20.975551952302705,3.0433575667771358,0.3032667061449573,-1.1931426423375302,0.07,-2.659260036932778,0.038341273137424386,2.4462868817892964,0.02331615516043306,-4.236500209114666
2012-09-01,21.477547931093564,3.0670081072162616,0.31042079858193206,-1.1698264871770971,0.09,-2.4079456086518722,0.03861294696054486,3.0343452205145356,0.12833756783607297,-4.2368345943933585
2012-10-01,21.962185913070783,3.089322152355555,0.35292880803571364,-1.0414889193410242,0.05,-2.995732273553991,-0.011896446196655478,2.801514270563381,0.45613024911566835,-4.130811071696579
2012-11-01,21.165751415085705,3.052384376063479,0.5569060803571422,-0.5853586702253558,0.06,-2.8134107167600364,0.05999138792242014,2.267266301112141,0.19965352541782017,-3.637743046288835
2012-12-01,21.77483638131036,3.080755008648814,0.6799709891018901,-0.38570514480753565,0.11,-2.2072749131897207,0.009358160759075154,3.921381166187221,-0.0012878416179006313,-3.4664601534563495
2013-01-01,21.31481612848603,3.0594024237894444,0.679095857799369,-0.3869929864254363,0.02,-3.912023005428146,0.08794779515618925,3.999970800584335,0.03172920550381697,-3.4463954102148806
2013-02-01,22.53325131650576,3.1149920545741443,0.7009885114233185,-0.3552637809216193,0.02,-3.912023005428146,0.029236569507620123,2.688496606440398,0.001908514703035158,-3.4702558354957636
2013-03-01,22.500465529149068,3.1135359991807388,0.702327635766806,-0.35335526621858415,0.07,-2.659260036932778,0.03735074851595785,2.850761465275994,0.0014411940874383689,-3.466891265399323
2013-04-01,22.64878994112975,3.1201064262692357,0.7033405559348733,-0.3519140721311458,0.06,-2.8134107167600364,0.06949080366910934,3.5760487009890913,0.07791848658965284,-3.4720204984003815
2013-05-01,23.490069013581994,3.1565777366648877,0.7603354317226884,-0.27399558554149295,0.03,-3.506557897319982,0.09040095034179432,3.596958847661776,0.009819102015957093,-3.4305733222063806
2013-06-01,24.89865525828345,3.2148137963208745,0.7678380169380247,-0.26417648352553585,0.03,-3.506557897319982,0.03249500297298778,4.637665188961079,0.003127876061455981,-3.4789902798464105
2013-07-01,24.94921858366892,3.2168425024152416,0.7702434791228986,-0.2610486074640799,0.01,-4.605170185988091,0.10165263574655352,4.013675641174699,0.014753208558733577,-3.4778911098793213
2013-08-01,26.779713794722085,3.2876446529289227,0.7816912800682767,-0.2462953989053463,0.02,-3.912023005428146,0.039323854431045635,3.9513468598591914,-0.00014199895622352132,-3.533940051834269
2013-09-01,27.06390063848127,3.298200760117887,0.7815802886029406,-0.24643739786156982,0.02,-3.912023005428146,0.09780599380890548,2.400391086802951,-0.052300049817191885,-3.5446381579794566
2013-10-01,29.048536546778774,3.368968104981752,0.7417541331407557,-0.2987374476787617,0.1,-2.3025850929940455,0.05869239107052654,3.565250288390508,-0.26868715170329666,-3.6677055526605136
2013-11-01,30.214744752852106,3.4083300420814013,0.5669837703518901,-0.5674245993820584,0.03,-3.506557897319982,0.06056452803351013,3.056296801587501,-0.22537468492956614,-3.9757546414634595
2013-12-01,31.62749985962355,3.4540269908682575,0.4525761311712178,-0.7927992843116245,0.05,-2.995732273553991,0.03398024701143601,4.639150432999527,0.008316498176822895,-4.246826275179882
2014-01-01,32.255264428099856,3.4736812680005116,0.4563556742384447,-0.7844827861348016,0.01,-4.605170185988091,0.013992273679960381,3.5205501709999423,0.016336181897625424,-4.258164054135313
2014-02-01,32.2460221277409,3.4733946907579254,0.463872010504201,-0.7681466042371762,0.03,-3.506557897319982,0.0858951235415514,3.304770948409752,0.014852081917759885,-4.241541294995102
2014-03-01,34.63257548850844,3.5447947272489126,0.47081289128151194,-0.7532945223194163,0.04,-3.2188758248682006,-0.003355948655308621,3.9086670567728374,0.004767307972355805,-4.298089249568329
2014-04-01,34.051420657449405,3.527871754410893,0.47306275997899083,-0.7485272143470605,0.02,-3.912023005428146,-0.012360650391036369,3.8996623550371097,-0.05871257588287693,-4.276398968757953
2014-05-01,33.198203385658864,3.502495759568386,0.446087663996848,-0.8072397902299374,0.02,-3.912023005428146,0.06126932387282933,3.05700159742682,0.007115006710439742,-4.309735549798323
2014-06-01,34.8245566472286,3.550322788708409,0.4492728987657555,-0.8001247835194977,0.05,-2.995732273553991,0.03985361764441575,3.5464115149643973,0.013946634885893539,-4.350447572227907
2014-07-01,35.7724847623828,3.5771790158396937,0.4555826414128143,-0.7861781486336041,0.03,-3.506557897319982,0.01697180884859856,4.6221419948366895,0.00908004806231899,-4.363357164473298
2014-08-01,35.92311574085107,3.5813809807872135,0.4597381914390748,-0.7770981005712851,0.01,-4.605170185988091,0.052078756335471564,3.9641017617636174,0.013865619245128746,-4.358479081358499
2014-09-01,37.35873255682248,3.620566687646587,0.46615714469537745,-0.7632324813261564,0.02,-3.912023005428146,-0.00785776945642278,4.597312416531668,-0.0027288780430766435,-4.383799168972743
2014-10-01,36.61074760937358,3.6003418478297755,0.46488679280462114,-0.765961359369233,0.01,-4.605170185988091,0.05215710005656516,4.657327286044656,0.21511637096218583,-4.366303207199008
2014-11-01,37.97302000953996,3.6368759078082484,0.5764625003939069,-0.5508449884070472,0.01,-4.605170185988091,0.027770010728260186,4.632940196716351,0.004010450826449574,-4.187720896215295
2014-12-01,38.4561664948099,3.649519060070791,0.5787790169380246,-0.5468345375805976,0.01,-4.605170185988091,0.004038104420688039,3.51059600174067,0.0021166422411121877,-4.196353597651389
2015-01-01,38.03807091003111,3.6385875242469927,0.5800053824842432,-0.5447178953394854,0.03,-3.506557897319982,-0.02764264622531576,4.577527539762775,0.14388458889410838,-4.183305419586478
2015-02-01,36.36076940260357,3.5934904297730608,0.6697616966911759,-0.40083330644537707,0.01,-4.605170185988091,0.11069466790600095,4.022717673334147,0.008701445732320068,-3.994323736218438
2015-03-01,39.87600382935537,3.685774735192035,0.6756150210084029,-0.392131860713057,0.02,-3.912023005428146,-0.017130271282044716,3.8948927341461013,0.0066699823074864995,-4.077906595905092
2015-04-01,38.54136213497454,3.651732005770441,0.6801364233193272,-0.3854618784055705,0.02,-3.912023005428146,0.06788812048366519,3.979911125911811,0.004449740461435869,-4.037193884176012
2015-05-01,40.53029711956174,3.7020497714685585,0.6831695972951675,-0.38101213794413463,0.02,-3.912023005428146,0.010353449628742416,3.9223764550568885,0.00808251992861414,-4.083061909412693
