,Date,P_t,p_t,D_t,d_t,Rf_t,rf_t,r_t+1,rx_t+1,Δd_t+1,dp_t,rx_t+1_fitted,Δd_t+1_fitted,dp_t_fitted,D_t_PVM,P_t_PVM,Mispricing Actual-PVM,Mispricing Ratio PVM,Nature
0,2003-02-01,4.604349004355173,1.5270012925815681,0.046342718749999304,-3.071691092083034,1.17,0.1570037488096647,0.020548165693241485,-0.17007219391540823,0.01057165728624021,-4.598692384664602,-0.1161581458955192,0.01915114324473932,-4.658489817595901,0.03425121289654398,3.6127039757962174,0.9916450285589558,0.27448831545640373,In-Sample Training
1,2003-03-01,4.652612492365825,1.5374288881491802,0.04683523686974721,-3.061119434796794,1.21,0.1906203596086497,0.024635326484181493,-0.1323684223254832,-0.01786162403689673,-4.598548322945974,-0.04875876921553468,0.04186016901644718,-4.596284370465499,0.03571540635074198,3.5399451674994893,1.1126673248663357,0.31431767222888674,In-Sample Training
2,2003-04-01,4.721962757412532,1.5522245515954822,0.046006110294117004,-3.0789810588336906,1.17,0.1570037488096647,0.08830590997851794,0.002128213737465523,-7.548606315221917e-05,-4.631205610429173,-0.053532118519911354,0.046552387271800444,-4.627612104680104,0.037417351227794556,3.826656169682436,0.8953065877300963,0.23396577796128337,In-Sample Training
3,2003-05-01,5.108139976538217,1.6308353411891527,0.046002637605041405,-3.0790565448968428,1.09,0.08617769624105241,0.05222297337959991,-0.0961970317386733,0.013660464670139039,-4.7098918860859955,0.04168918471586269,0.04734117480425215,-4.641498542952484,0.03923133180225462,4.068274574839753,1.0398654016984636,0.255603544590995,In-Sample Training
4,2003-06-01,5.3332996587582056,1.6739701195689018,0.046635366859243,-3.0653960802267037,1.16,0.14842000511827322,0.033526524628646893,0.1500603408845984,-0.0029394892507652592,-4.739366199795605,0.001796696856237734,0.061555453951486316,-4.712417139810783,0.04172210824957501,4.644543190085255,0.6887564686729508,0.14829369444625784,In-Sample Training
5,2003-07-01,5.4674695825493815,1.6988159102335816,0.0464984839810917,-3.068335569477469,0.89,-0.11653381625595151,0.05685521157479534,0.15116589104603662,-0.012563341704188158,-4.767151479711051,0.14683989640489092,0.06148715656550163,-4.751959619961294,0.04436799245100966,5.138301922991022,0.3291676595583599,0.06406156440234057,In-Sample Training
6,2003-08-01,5.739130961473937,1.747307798429191,0.045917961922268206,-3.080898911181657,0.91,-0.09431067947124129,0.03662145190670631,0.056824159224225776,0.006970325244600506,-4.828206709610848,0.23302638571894252,0.060898283206264114,-4.792672819462683,0.047153894413949314,5.687860360826885,0.0512706006470518,0.009014039971895205,In-Sample Training
7,2003-09-01,5.9056216161815485,1.7759047135723136,0.046239143119747105,-3.0739285859370566,0.98,-0.020202707317519466,0.021475906340042594,0.14930927784992748,0.40299885775702515,-4.8498332995093705,0.16404674715040235,0.06666968571519083,-4.836460583628267,0.05040479390163598,6.352138909285842,-0.4465172931042938,-0.07029400639390215,In-Sample Training
8,2003-10-01,5.963950645223557,1.7857331214194838,0.0691878694852933,-2.6709297281800315,0.88,-0.12783337150988489,0.021588248377300258,0.062410242897555424,-0.002085459209263618,-4.456662849599516,0.1567588244340079,0.023665495410007287,-4.459898169798831,0.0516118750717743,4.46332799001981,1.5006226552037472,0.336211602319884,In-Sample Training
9,2003-11-01,6.0243586397009805,1.7958110238683713,0.0690437313550412,-2.673015187389295,0.96,-0.040821994520255166,0.012293972899266866,0.05311596741952203,0.01607633834287192,-4.468826211257666,0.1910228471421045,0.04353751799201255,-4.471866231775635,0.053908561246928305,4.718072057903578,1.3062865817974023,0.27686872217416614,In-Sample Training
10,2003-12-01,6.028666238777902,1.796525798674488,0.0701626718749992,-2.656938849046423,0.96,-0.040821994520255166,0.04482389758669093,0.1501844132445172,0.00036485670090069533,-4.453464647720911,0.12936015186142624,0.03221331020390217,-4.465497079964279,0.055673407612681816,4.841595969980179,1.187070268797723,0.24518160461096516,In-Sample Training
11,2004-01-01,6.232481236831762,1.829774525874624,0.0701882758665958,-2.6565739923455225,0.9,-0.10536051565782628,0.019592127953809206,0.18211105745158415,-0.1896590606774895,-4.486348518220146,0.1948902018412022,0.032016177656656764,-4.463904049372287,0.05748469790026456,4.991156065096573,1.2413251717351894,0.2487049404076631,In-Sample Training
12,2004-02-01,6.297127944879046,1.8400936476865717,0.05806262828256221,-2.846233053023012,0.85,-0.16251892949777494,0.0035785624333020093,0.03403776991801058,0.013114766948628898,-4.686326700709584,0.2579749954930437,0.0593987782530081,-4.688494868865517,0.061002665940778966,6.630347108488948,-0.3332191636099022,-0.05025666954649721,In-Sample Training
13,2004-03-01,6.261209416653209,1.8343733640002,0.0588291213235286,-2.833118286074383,0.97,-0.030459207484708574,-0.01633723133705164,0.034956063050498934,0.00023878807107236,-4.667491650074583,0.15311470523002613,0.04438289421850394,-4.688351279024,0.06377112242927273,6.930253976846699,-0.6690445601934902,-0.09653968850617922,In-Sample Training
14,2004-04-01,6.102398970723934,1.8086819677565282,0.058843170693276506,-2.8328794980033107,0.95,-0.05129329438755058,-0.014547139808631558,0.17178243838286192,0.03878532090763498,-4.641561465759839,0.12632489100558142,0.04752523020434307,-4.678859185332499,0.0668750325261484,7.198909800345867,-1.0965108296219332,-0.1523162339899372,In-Sample Training
15,2004-05-01,5.954580561218767,1.7841607656026532,0.0611702586659656,-2.7940941770956758,0.83,-0.18632957819149348,0.03362046274427445,0.06407967022898303,0.017953450168209706,-4.578254942698329,0.21559075742742828,0.038314865826016176,-4.6119321040441585,0.06948706064129295,6.995851863507426,-1.0412713022886582,-0.1488412451556126,In-Sample Training
16,2004-06-01,6.094438531185586,1.8073766391141806,0.0622783935136547,-2.776140726927466,0.97,-0.030459207484708574,0.05081607951462925,0.04086574866146116,0.016773551784269092,-4.583517366041646,0.1905646502124534,0.03618198077075607,-4.573160690577117,0.07204727769546908,6.977760009881414,-0.8833214786958274,-0.12659098012040104,In-Sample Training
17,2004-07-01,6.346189788343118,1.8478545994807638,0.06333183363970521,-2.759367175143197,1.01,0.009950330853168092,-0.017629782974436202,-0.25664668344493613,0.1860389690830635,-4.6072217746239605,0.12410076211718502,0.04359743908845137,-4.5800263735963345,0.0752578319492991,7.33891544291327,-0.9927256545701519,-0.1352687140616622,In-Sample Training
18,2004-08-01,6.161230268553604,1.8182764765252994,0.0762812427783606,-2.5733282060601335,1.27,0.23901690047049992,0.046231215939643314,-0.3114432283321726,0.018497551009475366,-4.391604682585433,-0.10094384631073083,0.029145520369747713,-4.439499197043889,0.07748353774818444,6.565373611324536,-0.404143342770932,-0.06155679275796733,In-Sample Training
19,2004-09-01,6.372389829563009,1.8519745687017406,0.0777053899684867,-2.554830655050658,1.43,0.3576744442718159,0.05919591774403604,-0.359514417114149,-0.35970351036555614,-4.406805223752398,-0.185867120017152,0.024739638505544503,-4.383820257298794,0.07942436110733755,6.36535570177216,0.0070341277908489985,0.0011050643703840457,In-Sample Training
20,2004-10-01,6.703946973926958,1.9026964535314002,0.0542292870273103,-2.9145341654162142,1.52,0.41871033485818504,0.11784167362696286,-0.46437394622570083,2.230354377400675,-4.817230618947614,-0.22185703254812883,0.07187901895991367,-4.778325677061281,0.08534348854425933,10.147775847879375,-3.443828873952417,-0.3393678502143983,In-Sample Training
21,2004-11-01,7.014507581495501,1.9479805160080255,0.504503860031512,-0.6841797880155395,1.79,0.5822156198526637,0.1195399444170469,-0.6031660383844428,0.004005586464299271,-2.632160304023565,-0.6208458978617681,-0.1823685682598345,-2.610243106064869,0.07111623043005497,0.9673483736822284,6.047159207813272,6.251273452597698,In-Sample Training
22,2004-12-01,7.372796208476412,1.9977970383808943,0.5065287465861339,-0.6801742015512402,2.06,0.7227059828014898,0.0689492147204601,-0.5676276143510909,9.033418559800666e-05,-2.6779712399321345,-0.41425003928849535,-0.04719416795017817,-2.6399272314943336,0.06783792598754683,0.950557496024538,6.4222387124518745,6.756286431185104,In-Sample Training
23,2005-01-01,7.391238035638072,2.0002952494319,0.5065745055147054,-0.6800838673656422,1.89,0.636576829071551,0.05309117251383985,-0.7489104129581875,0.028810630522405623,-2.680379116797542,-0.5797916593178664,-0.10006540759684218,-2.6917458831288896,0.061378279058459155,0.9057849306103876,6.485453105027684,7.160036434540025,In-Sample Training
24,2005-02-01,7.280669158336337,1.985222775338346,0.5213815118172264,-0.6512732368432366,2.23,0.8020015854720274,0.0748220705218427,-0.8612712886484921,0.0018620113457989973,-2.6364960121815826,-0.6733757427254837,-0.11073600699642644,-2.666824570156189,0.054944303269214546,0.7908786752004362,6.489790483135901,8.20579778749397,In-Sample Training
25,2005-03-01,7.321069883890919,1.9907564762945258,0.522353234506302,-0.6494112254974376,2.55,0.9360933591703348,0.023840998736174207,-0.9544851240574336,0.0015060636336766686,-2.640167701791963,-0.7945193915789689,-0.1129933682357463,-2.6476697161795664,0.049073866179745906,0.6929766830624591,6.62809320082846,9.564669869608094,In-Sample Training
26,2005-04-01,6.997676876882294,1.9455782192416065,0.5231405244222684,-0.6479051618637609,2.66,0.9783261227936078,0.09369953418803964,-0.8995522388222438,0.024824839096248108,-2.5934833811053672,-0.899098616111645,-0.1102015808493726,-2.6519867702074476,0.04395318346166011,0.6233522856022756,6.374324591280018,10.225878269013197,In-Sample Training
27,2005-05-01,7.1380117219097965,1.9654342672506768,0.5362899445903355,-0.6230803227675128,2.7,0.9932517730102834,0.1526941582221198,-0.8733474376111545,0.0012003181494594228,-2.58851459001819,-0.880496877120087,-0.12367361284870626,-2.577871377705521,0.03884003103117462,0.5114873326985031,6.626524389211293,12.955402735491218,In-Sample Training
28,2005-06-01,7.733808753593284,2.0456014648722882,0.5369340496323524,-0.6218800046180534,2.79,1.0260415958332743,0.03982529976328825,-1.0654315316234901,-0.0029429784577770235,-2.6674814694903417,-0.8644141460158736,-0.11116737579462116,-2.5994429103085386,0.03475363137590396,0.4676531912568482,7.266155562336436,15.537487390619901,In-Sample Training
29,2005-07-01,7.526986030086936,2.018494700077102,0.5353561872373943,-0.6248229830758304,3.02,1.1052568313867783,0.13273624363136607,-1.0611862248410684,0.007763089705140391,-2.6433176831529326,-0.9987180152068552,-0.09656722747922092,-2.687923178769023,0.031554519864718016,0.4638865499290305,7.063099480157905,15.22591996090096,In-Sample Training
30,2005-08-01,8.020527352426326,2.0820041743833038,0.539528378939075,-0.61705989337069,3.3,1.1939224684724346,0.06611264479540341,-1.1428477010415716,0.0011863115965741189,-2.699064067753994,-1.0224963895521189,-0.11542811512861906,-2.6457681573317657,0.028114591835720446,0.39625457913484885,7.624272773291477,19.24084458515966,In-Sample Training
31,2005-09-01,8.028032502914707,2.0829394796198053,0.5401688075105037,-0.6158735817741159,3.35,1.208960345836975,0.07006831241186874,-1.0773341404256729,0.00015555707111403194,-2.6988130613939214,-1.1011156082516358,-0.0965984685533191,-2.712679637893698,0.025525814040076544,0.3846638720387383,7.643368630875969,19.87025345106033,In-Sample Training
32,2005-10-01,8.067790359853445,2.087879635601353,0.5402528411239491,-0.6157180247030019,3.15,1.1474024528375417,0.039904931966731734,-1.2898190776647644,-1.6316181127154923,-2.7035976603043546,-1.0632686211471123,-0.10576530218916624,-2.708801269103305,0.022963935262769162,0.34471783827540203,7.723072521578043,22.404040824275317,In-Sample Training
33,2005-11-01,8.287684111456786,2.1147705708256153,0.1056803679096633,-2.247336137418494,3.78,1.3297240096314962,0.10175457649631645,-1.2820366544054558,0.004727856358495153,-4.362106708244109,-0.9896274661398092,0.07028941541194483,-4.343313489506662,0.024636137489314636,1.896049629075929,6.391634482380857,3.3710269944230973,In-Sample Training
34,2005-12-01,9.059324874104384,2.2037946000713213,0.1061811924894952,-2.242608281059999,3.99,1.3837912309017721,-0.020573596786903514,-1.4093648381053812,0.0017760189886835143,-4.44640288113132,-1.2799538171996812,-0.014660053134999185,-4.370587111060917,0.024277604879446912,1.9201170497298625,7.139207824374521,3.718110739852512,In-Sample Training
35,2006-01-01,8.771851602793053,2.1715479132662905,0.1063699398634448,-2.2408322620713155,4.01,1.3887912413184778,0.046767443634167516,-1.4188000983802311,0.046201304999486936,-4.412380175337606,-1.2698948436470747,0.04394705003658028,-4.4585199181307384,0.025368325430508848,2.190798314752811,6.581053288040241,3.003952140972313,In-Sample Training
36,2006-02-01,9.076563450805216,2.205695646392698,0.11139966517857089,-2.1946309570718285,4.33,1.4655675420143985,-0.004921145004651056,-1.4978252411828,0.009252321313206746,-4.400326603464526,-1.2816270058067167,0.01840597271393185,-4.373640737685772,0.025839577760790232,2.0499036600692335,7.026659790735982,3.427800012074062,In-Sample Training
37,2006-03-01,8.921491874718427,2.1884631831360792,0.1124351536239491,-2.185378635758622,4.45,1.4929040961781488,0.020714240500175254,-1.5161529790990897,-0.00582090775053512,-4.373841818894701,-1.3519744512447633,0.03245660792574223,-4.4018161634134705,0.026692001364991055,2.1780387820321803,6.743453092686247,3.0961124973148495,In-Sample Training
38,2006-04-01,8.995511093247337,2.196725685493414,0.1117825800945373,-2.191199543509157,4.65,1.536867219599265,-0.008075637920042395,-1.5363034949285996,0.03130242392258831,-4.387925229002571,-1.373086160428785,0.02343888293154528,-4.387426122446067,0.02732502172471941,2.197836950921427,6.79767414232591,3.0928928278669785,In-Sample Training
39,2006-05-01,8.810198164858049,2.1759099328685654,0.11533698634453729,-2.1598971195865686,4.61,1.5282278570085572,-0.017665057696853354,-1.5758096757434032,0.009700548488566607,-4.335807052455134,-1.405388026395521,0.023997138394483808,-4.36550546551617,0.027988675096119343,2.202405460183069,6.60779270467498,3.000261679393822,In-Sample Training
40,2006-06-01,8.543002846869914,2.1451125674094955,0.1164612626050415,-2.150196571098002,4.75,1.55814461804655,0.024290294248233965,-1.4886367178050226,0.018608845992909906,-4.2953091385074975,-1.4248841493833633,0.01877341531761967,-4.33398031312712,0.028519081307951034,2.1744992691789795,6.368503577690935,2.9287218754023656,In-Sample Training
41,2006-07-01,8.633154863546437,2.1556100076476215,0.1186487626050415,-2.131587725105092,4.54,1.5129270120532565,-0.005708012095154194,-1.654366637682536,0.012840125033531269,-4.2871977327527135,-1.3817980132606305,0.01287687848846486,-4.28245408009475,0.02888869266561244,2.0920596567869962,6.541095206759441,3.1266293891472063,In-Sample Training
42,2006-08-01,8.466159770593924,2.1360770139492335,0.1201820502888651,-2.118747600071561,5.2,1.6486586255873816,0.06514214222297966,-1.5581986753801123,0.007621834008410655,-4.254824614020794,-1.4750209392958324,0.01871668357821543,-4.285408622161457,0.02943448496294568,2.1378919812767054,6.328267789317218,2.9600502947478695,In-Sample Training
43,2006-09-01,8.908592904957025,2.1870163058866354,0.1211015576418062,-2.11112576606315,5.07,1.623340817603092,0.05963690562712823,-1.466419397867921,0.0012244353771637684,-4.298142071949785,-1.4560218146956425,0.012699648119598228,-4.253058962866078,0.02981067625705642,2.0962924342701315,6.812300470686894,3.24968995704969,In-Sample Training
44,2006-10-01,9.329062756088351,2.2331345549460524,0.1212499294905457,-2.1099013306859864,4.6,1.5260563034950492,0.06519735323993983,-1.5815363439378574,0.03265006297367501,-4.343035885632039,-1.3878603469562099,0.027265302462276875,-4.305741368988086,0.030634655336576725,2.2707677393452017,7.05829501674315,3.1083297928032385,In-Sample Training
45,2006-11-01,9.82561648146351,2.2849929019918016,0.125274084296218,-2.0772512677123114,5.19,1.6467336971777973,0.03162628519242962,-1.618953570572846,0.015498390791631067,-4.3622441697041126,-1.4338308687595505,0.026001090628824497,-4.322216432455442,0.03144163550543442,2.3692990207779454,7.456317460685564,3.1470563214251133,In-Sample Training
