Date,NDX_actual,NDX_fair_PVM,NDX_mispricing,NDX_mispricing_pct,P_t,P_t_PVM,sample
2003-01-01,983.0499877929688,1673.745774082735,-690.6957862897661,-0.4126646931600404,4.859929881528207,5.023029986049367,train
2003-02-01,1009.739990234375,1749.8176709450497,-740.0776807106747,-0.4229455977038854,4.604349004355173,6.129346856594685,train
2003-03-01,1018.6599731445312,1635.210097699621,-616.5501245550897,-0.37704642689183454,4.652612492365825,4.462603985660866,train
2003-04-01,1106.06005859375,1629.6819227440374,-523.6218641502874,-0.32130310635625114,4.721962757412532,4.382207499324294,train
2003-05-01,1197.8900146484375,1642.0933714461441,-444.20335679770665,-0.270510413428263,5.108139976538217,4.562707732043621,train
2003-06-01,1201.68994140625,1672.4126729317015,-470.72273152545154,-0.2814632651044704,5.3332996587582056,5.003642638627217,train
2003-07-01,1276.93994140625,1683.04891916119,-406.10897775494004,-0.24129362678141264,5.4674695825493815,5.158326025374558,train
2003-08-01,1341.199951171875,1691.112112056409,-349.91216088453393,-0.20691245624102195,5.739130961473937,5.275589386725825,train
2003-09-01,1303.699951171875,1710.4577707772755,-406.7578196054005,-0.23780640864378633,5.9056216161815485,5.556934134227569,train
2003-10-01,1416.3900146484375,1914.4986259824188,-498.10861133398134,-0.26017705344571795,5.963950645223557,8.524309074312317,train
2003-11-01,1424.25,1746.8983319581307,-322.6483319581307,-0.18469783046645205,6.0243586397009805,6.086890784046438,train
2003-12-01,1467.9200439453125,1693.579577579029,-225.6595336337166,-0.13324412777597183,6.028666238777902,5.311473844032104,train
2004-01-01,1493.0799560546875,1691.5770103441205,-198.49705428943298,-0.11734437928371488,6.232481236831762,5.282350422535327,train
2004-02-01,1470.3800048828125,1639.6335656371018,-169.2535607542893,-0.10322645516745299,6.297127944879046,4.52693467028161,train
2004-03-01,1438.4100341796875,1705.327122930852,-266.91708875116456,-0.1565195821740223,6.261209416653209,5.48231890175087,train
2004-04-01,1401.3599853515625,1698.071726892938,-296.71174154137543,-0.174734516123348,6.102398970723934,5.3768033648665945,train
2004-05-01,1466.219970703125,1701.043788392974,-234.82381768984897,-0.13804689761202082,5.954580561218767,5.42002618319252,train
2004-06-01,1516.6400146484375,1685.0745137296221,-168.43449908118464,-0.09995670678585244,6.094438531185586,5.187784334373967,train
2004-07-01,1400.3900146484375,1693.7219231501804,-293.3319085017429,-0.17318776151646553,6.346189788343118,5.313543981800552,train
2004-08-01,1368.6800537109375,1777.5525577381607,-408.87250402722316,-0.23001992388202086,6.161230268553604,6.532696509061199,train
2004-09-01,1412.739990234375,1704.0835923407317,-291.3436021063567,-0.17096790522239969,6.372389829563009,5.4642341828515955,train
2004-10-01,1486.719970703125,1595.3304614453,-108.61049074217499,-0.06808024629817366,6.703946973926958,3.88263271901532,train
2004-11-01,1571.5,4958.170229600875,-3386.6702296008752,-0.683048397447519,7.014507581495501,52.78855621905422,train
2004-12-01,1621.1199951171875,1901.8930835094193,-280.7730883922318,-0.14762821886609023,7.372796208476412,8.340986127528227,train
2005-01-01,1519.6300048828125,1927.1148276437161,-407.4848227609036,-0.21144812800757462,7.391238035638072,8.70778703813064,train
