Date,Close,High,Low,Open,Volume
2002-01-01,1649.8299560546875,1698.4599609375,1565.0799560546875,1590.7099609375,8054020000
2002-01-08,1603.760009765625,1710.22998046875,1595.0400390625,1651.4200439453125,9383940000
2002-01-15,1548.219970703125,1628.0,1537.989990234375,1607.010009765625,7178540000
2002-01-22,1564.8599853515625,1586.3399658203125,1500.8900146484375,1567.5899658203125,8733600000
2002-01-29,1479.1700439453125,1582.6500244140625,1471.52001953125,1570.699951171875,9234910000
2002-02-05,1477.6400146484375,1497.4100341796875,1405.7900390625,1468.6099853515625,9570190000
2002-02-12,1436.699951171875,1508.25,1432.9599609375,1458.280029296875,6526550000
2002-02-19,1407.989990234375,1424.0400390625,1329.9300537109375,1421.0699462890625,9007320000
2002-02-26,1494.699951171875,1495.18994140625,1356.0400390625,1416.0999755859375,9629750000
2002-03-05,1553.800048828125,1573.4200439453125,1471.6600341796875,1484.8299560546875,9703290000
2002-03-12,1505.8900146484375,1523.449951171875,1470.489990234375,1510.06005859375,8152510000
2002-03-19,1427.5999755859375,1519.1199951171875,1427.510009765625,1510.4599609375,7612120000
2002-03-26,1478.52001953125,1481.739990234375,1423.030029296875,1423.5699462890625,6506090000
2002-04-02,1392.9599609375,1451.72998046875,1342.989990234375,1444.949951171875,8244400000
2002-04-09,1355.0899658203125,1405.0999755859375,1322.25,1397.5899658203125,8195030000
2002-04-16,1349.8299560546875,1426.010009765625,1336.989990234375,1382.8599853515625,8973450000
2002-04-23,1246.75,1357.010009765625,1228.93994140625,1348.9300537109375,9589230000
2002-04-30,1161.1600341796875,1292.18994140625,1160.989990234375,1245.6500244140625,10108090000
2002-05-07,1241.5400390625,1282.43994140625,1142.25,1173.760009765625,9818740000
2002-05-14,1292.2099609375,1350.5400390625,1280.0699462890625,1287.72998046875,9592090000
2002-05-21,1253.030029296875,1309.6199951171875,1233.780029296875,1300.8199462890625,6369070000
2002-05-28,1159.1500244140625,1264.8599853515625,1158.219970703125,1264.1300048828125,7629550000
2002-06-04,1135.6199951171875,1196.6700439453125,1106.6099853515625,1155.81005859375,8774580000
2002-06-11,1149.9100341796875,1154.1800537109375,1055.5699462890625,1148.719970703125,8740840000
2002-06-18,1057.6800537109375,1163.4599609375,1014.760009765625,1139.52001953125,9039440000
2002-06-25,998.1699829101562,1074.72998046875,979.8699951171875,1070.6199951171875,10780900000
2002-07-02,1014.3300170898438,1066.280029296875,950.3300170898438,989.25,8212720000
2002-07-09,1021.02001953125,1025.6099853515625,945.8499755859375,1015.27001953125,9975910000
2002-07-16,939.0999755859375,1060.77001953125,928.8300170898438,1012.510009765625,10971220000
2002-07-23,970.1300048828125,970.1300048828125,869.1699829101562,943.2899780273438,10395600000
2002-07-30,857.0800170898438,992.3400268554688,856.3499755859375,957.0800170898438,7666940000
2002-08-06,938.97998046875,953.3800048828125,875.530029296875,875.530029296875,6968960000
2002-08-13,1026.06005859375,1028.0699462890625,904.469970703125,933.739990234375,7721470000
2002-08-20,1016.7899780273438,1052.489990234375,990.8200073242188,1014.510009765625,7186090000
2002-08-27,942.3800048828125,1021.6599731445312,926.6099853515625,1021.5,5308870000
2002-09-03,932.22998046875,939.239990234375,882.8499755859375,928.5,6975980000
2002-09-10,908.47998046875,978.4600219726562,900.8900146484375,934.4299926757812,6072780000
2002-09-17,843.0800170898438,932.9099731445312,837.6300048828125,927.2899780273438,7831740000
