Date,NVDA,AAPL,MSFT,GOOGL,AVGO,GOOG,META,ASML,COST,CSCO,AZN,MU,TMUS,PEP,LRCX,LIN,QCOM,INTC,INTU,AMAT,BKNG,AMGN,KLAC,GILD,TXN,ADBE,HON,MELI,CEG,ADI,ADP,CMCSA,SBUX,MRVL,MDLZ,CTAS,MAR,TRI,REGN,CSX,MNST,PYPL,AEP,ADSK,NXPI,ROST,PCAR,EA,ROP,XEL,BKR,TTWO,FAST,EXC,PAYX,FANG,CCEP,KDP,CTSH,GEHC,MCHP,VRSK,ODFL,KHC,CDW
2016-05-18 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-19 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,
2016-05-23 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.108
2016-05-24 00:00:00-04:00,0.002875,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-25 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.575,
2016-05-26 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-27 00:00:00-04:00,,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,
2016-05-31 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,,,,,,,,
2016-06-01 00:00:00-04:00,,,,,,,,,,,,,,0.753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03 00:00:00-04:00,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.135,,,,,,,,,,,,,,,,,,,
2016-06-06 00:00:00-04:00,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-08 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-10 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,0.53,,,,,,,
2016-06-14 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,
2016-06-15 00:00:00-04:00,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-28 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-01 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-05 00:00:00-04:00,,,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-06 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,
2016-07-08 00:00:00-04:00,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-22 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,,,,,,,
2016-07-28 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,
2016-08-02 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-03 00:00:00-04:00,,,,,,,,,,,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-04 00:00:00-04:00,,0.1425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,
2016-08-08 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,
2016-08-10 00:00:00-04:00,,,,,,,,,0.45,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,
2016-08-11 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.226819,,,,,,,,,,,
2016-08-15 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-16 00:00:00-04:00,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.353063,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-17 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.534642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-18 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,
2016-08-23 00:00:00-04:00,0.002875,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.108
2016-08-24 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,
2016-08-29 00:00:00-04:00,,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-31 00:00:00-04:00,,,,,,,,,,,,,,0.753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.135,,,,,,,,,,,,,,,,,,,
2016-09-06 00:00:00-04:00,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-07 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-09 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,,,,,,,
2016-09-12 00:00:00-04:00,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-13 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,
2016-09-14 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-15 00:00:00-04:00,,,,,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-21 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-26 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-28 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-29 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,
2016-10-03 00:00:00-04:00,,,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,0.1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-05 00:00:00-04:00,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,
2016-10-21 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,,,,,,,
2016-10-28 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,
2016-11-02 00:00:00-04:00,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-03 00:00:00-04:00,,0.1425,,,,,,,,,,,,,,,,0.26,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,
2016-11-08 00:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,,,,,,
2016-11-10 00:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.226819,,,,,,,,,,,
2016-11-14 00:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-15 00:00:00-05:00,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,0.353063,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-16 00:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.600725,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,
2016-11-17 00:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1805,,,,
2016-11-21 00:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-22 00:00:00-05:00,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16
2016-11-23 00:00:00-05:00,0.0035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-28 00:00:00-05:00,,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-30 00:00:00-05:00,,,,,,,,,,,,,,0.753,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,
2016-12-02 00:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-05 00:00:00-05:00,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.135,,,,,,,,,,,,,,,,,,,
2016-12-07 00:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-09 00:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,,,,,,,
2016-12-12 00:00:00-05:00,,,,,,,,,,,,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-13 00:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-14 00:00:00-05:00,,,,,0.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,
2016-12-22 00:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,
2016-12-28 00:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,0.178,,,,,,,,
2016-12-30 00:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-04 00:00:00-05:00,,,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-05 00:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,
2017-01-06 00:00:00-05:00,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-27 00:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30 00:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,0.46,,,,,,,,,,
2017-02-02 00:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,
2017-02-03 00:00:00-05:00,,,,,,,,,,,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-07 00:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-08 00:00:00-05:00,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,,,,,,
2017-02-09 00:00:00-05:00,,0.1425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-10 00:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,
2017-02-13 00:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,1.15,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.233951,,,,,,,,,,,
2017-02-14 00:00:00-05:00,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-15 00:00:00-05:00,,,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-16 00:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1805,,,,
2017-02-17 00:00:00-05:00,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-21 00:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.358255,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-22 00:00:00-05:00,0.0035,,,,,,,,,,,,,,,,,,,,,,,,,,0.600725,,,0.45,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16
2017-02-24 00:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-27 00:00:00-05:00,,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-01 00:00:00-05:00,,,,,,,,,,,,,,0.753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,
2017-03-02 00:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033333,,
2017-03-03 00:00:00-05:00,,,,,,,,,,,,,,,,0.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-06 00:00:00-05:00,,,,,,,,,,,,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-08 00:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,
2017-03-10 00:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,,,,,,,
2017-03-13 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,
2017-03-14 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-16 00:00:00-04:00,,,,,0.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-29 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-03 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-04 00:00:00-04:00,,,,,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-05 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,
2017-04-06 00:00:00-04:00,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.224,,,,,,,,
2017-04-24 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,
2017-04-27 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-28 00:00:00-04:00,,,,,,,,1.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-03 00:00:00-04:00,,,,,,,,,,,,,,,,,,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-04 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,
2017-05-08 00:00:00-04:00,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,0.46,,,,,,,,,,
2017-05-09 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-10 00:00:00-04:00,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-11 00:00:00-04:00,,0.1575,,,,,,,,,,,,,,,,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.233951,,,,,,,,,,,
2017-05-15 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-16 00:00:00-04:00,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.358255,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-17 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.600725,,,,,,,,,,0.33,,,,,,,,,,0.166667,,,,,,,,,,,,,,,,,0.6,
2017-05-18 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,0.15,,,,,,
2017-05-19 00:00:00-04:00,0.0035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.181,,,,
2017-05-23 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16
2017-05-26 00:00:00-04:00,,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,0.066667,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-31 00:00:00-04:00,,,,,,,,,,,,,,0.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-02 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,0.033333,,
2017-06-05 00:00:00-04:00,,,,,,,,,,,,,,,0.045,0.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-07 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-12 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,,,,,,,
2017-06-13 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,
2017-06-14 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-15 00:00:00-04:00,,,,,0.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-28 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.158,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-05 00:00:00-04:00,,,,,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,17.5,,,,,,,,,,,,,,
2017-07-06 00:00:00-04:00,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-24 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,
2017-07-27 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-28 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,
2017-08-03 00:00:00-04:00,,,,,,,,,,,,,,,,,,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-08 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,,,,,,
2017-08-09 00:00:00-04:00,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,
2017-08-10 00:00:00-04:00,,0.1575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-11 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.233951,,,,,,,,,,,
2017-08-14 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.166667,,,,,,,,,,,,,,,,,,
2017-08-15 00:00:00-04:00,,,0.39,,,,,,,,,,,,,,,,,,,1.15,,,,,,,,,,,,,,,,0.358255,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-16 00:00:00-04:00,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.600725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.625,
2017-08-17 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.181,,,,
2017-08-18 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,
2017-08-22 00:00:00-04:00,0.0035,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-23 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16
2017-08-24 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,
2017-08-28 00:00:00-04:00,,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-29 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.066667,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-30 00:00:00-04:00,,,,,,,,,,,,,,0.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-01 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033333,,
2017-09-06 00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,
