Date,Close,High,Low,Open,Volume
2000-01-01,3570.050048828125,3905.10009765625,3314.75,3755.739990234375,33421060000
2000-02-01,4266.93994140625,4297.4599609375,3544.929931640625,3580.2900390625,35644700000
2000-03-01,4397.83984375,4816.35009765625,4049.97998046875,4275.72021484375,43200490000
2000-04-01,3773.179931640625,4355.7001953125,3107.419921875,4355.7001953125,35147970000
2000-05-01,3324.080078125,3871.929931640625,2897.27001953125,3789.199951171875,30831980000
2000-06-01,3763.7900390625,3990.2099609375,3331.800048828125,3331.800048828125,33352380000
2000-07-01,3609.35009765625,4089.0400390625,3437.590087890625,3763.7900390625,30916110000
2000-08-01,4077.590087890625,4080.47998046875,3341.830078125,3609.35009765625,33222920000
2000-09-01,3570.610107421875,4147.18994140625,3505.179931640625,4084.110107421875,34727330000
2000-10-01,3282.300048828125,3613.860107421875,2956.199951171875,3613.739990234375,44129010000
2000-11-01,2506.5400390625,3369.469970703125,2426.409912109375,3214.39990234375,38181910000
2000-12-01,2341.699951171875,2990.830078125,2174.760009765625,2566.679931640625,44347190000
2001-01-01,2593.0,2771.6298828125,2087.320068359375,2341.280029296875,49399780000
2001-02-01,1908.3199462890625,2627.389892578125,1880.469970703125,2586.239990234375,36428040000
2001-03-01,1573.25,2029.010009765625,1530.1400146484375,1879.8399658203125,44719260000
2001-04-01,1855.1500244140625,1981.9000244140625,1348.52001953125,1569.6600341796875,42649960000
2001-05-01,1799.8900146484375,2073.97998046875,1768.6199951171875,1854.6700439453125,41465750000
2001-06-01,1830.18994140625,1963.8299560546875,1655.260009765625,1826.02001953125,36577380000
2001-07-01,1683.6099853515625,1864.199951171875,1580.5699462890625,1831.4200439453125,32812530000
2001-08-01,1469.699951171875,1766.5799560546875,1438.9100341796875,1713.6700439453125,32437350000
2001-09-01,1168.3699951171875,1502.6700439453125,1088.9599609375,1466.3199462890625,30829450000
2001-10-01,1364.780029296875,1487.4000244140625,1131.3199462890625,1161.739990234375,43885890000
2001-11-01,1596.050048828125,1644.3800048828125,1358.719970703125,1381.699951171875,38324730000
2001-12-01,1577.050048828125,1734.5799560546875,1557.1800537109375,1576.260009765625,35539380000
2002-01-01,1550.1700439453125,1710.22998046875,1481.4599609375,1590.7099609375,39095980000
2002-02-01,1359.219970703125,1561.239990234375,1329.9300537109375,1544.4200439453125,34022690000
2002-03-01,1452.81005859375,1573.4200439453125,1370.3199462890625,1373.1500244140625,34619370000
2002-04-01,1277.0699462890625,1481.739990234375,1228.93994140625,1440.3800048828125,38648510000
2002-05-01,1208.3399658203125,1350.5400390625,1142.25,1273.6300048828125,39802810000
2002-06-01,1051.4100341796875,1213.1800537109375,979.8699951171875,1205.199951171875,36638230000
2002-07-01,962.0999755859375,1066.280029296875,869.1699829101562,1044.47998046875,45237670000
2002-08-01,942.3800048828125,1052.489990234375,856.3499755859375,954.5599975585938,31490760000
2002-09-01,832.52001953125,978.4600219726562,825.7999877929688,928.5,29029680000
2002-10-01,989.5399780273438,1007.719970703125,795.25,841.2899780273438,38730160000
2002-11-01,1116.0999755859375,1134.5999755859375,972.3400268554688,981.239990234375,35673650000
2002-12-01,984.3699951171875,1155.6800537109375,977.5900268554688,1144.2099609375,29122630000
2003-01-01,983.0499877929688,1104.3199462890625,968.3400268554688,995.6400146484375,30898030000
2003-02-01,1009.739990234375,1019.25,938.52001953125,987.3699951171875,24374040000
2003-03-01,1018.6599731445312,1099.6099853515625,946.7899780273438,1015.8699951171875,31136990000
2003-04-01,1106.06005859375,1126.5799560546875,1015.4600219726562,1025.02001953125,30761430000
2003-05-01,1197.8900146484375,1201.25,1094.4200439453125,1104.3800048828125,38423310000
2003-06-01,1201.68994140625,1265.68994140625,1180.010009765625,1210.77001953125,41170990000
2003-07-01,1276.93994140625,1316.4200439453125,1180.1099853515625,1195.300048828125,38212570000
2003-08-01,1341.199951171875,1344.739990234375,1204.2900390625,1274.6099853515625,30294060000
2003-09-01,1303.699951171875,1406.6099853515625,1302.260009765625,1347.6400146484375,39917180000
2003-10-01,1416.3900146484375,1443.1800537109375,1306.3299560546875,1312.4300537109375,41226870000
2003-11-01,1424.25,1453.4599609375,1357.25,1423.1300048828125,34049930000
2003-12-01,1467.9200439453125,1474.239990234375,1372.8699951171875,1434.0999755859375,35470880000
